parent id	parent name	child id	child name
FMA32631	distal phalanx of little toe	FMA32659	distal phalanx of left little toe
FMA32672	sesamoid bone	FMA24485	patella
FMA32672	sesamoid bone	FMA45096	sesamoid bone of foot
FMA32884	phalanx of big toe	FMA32627	distal phalanx of big toe
FMA32884	phalanx of big toe	FMA43252	proximal phalanx of big toe
FMA32899	phalanx of second toe	FMA32618	proximal phalanx of second toe
FMA32899	phalanx of second toe	FMA32623	middle phalanx of second toe
FMA32899	phalanx of second toe	FMA32628	distal phalanx of second toe
FMA32900	phalanx of third toe	FMA32619	proximal phalanx of third toe
FMA32900	phalanx of third toe	FMA32624	middle phalanx of third toe
FMA32900	phalanx of third toe	FMA32629	distal phalanx of third toe
FMA32901	phalanx of fourth toe	FMA32620	proximal phalanx of fourth toe
FMA32901	phalanx of fourth toe	FMA32625	middle phalanx of fourth toe
FMA32901	phalanx of fourth toe	FMA32630	distal phalanx of fourth toe
FMA32902	phalanx of little toe	FMA32621	proximal phalanx of little toe
FMA32902	phalanx of little toe	FMA32631	distal phalanx of little toe
FMA32902	phalanx of little toe	FMA230984	middle phalanx of little toe
FMA33302	proximal carpal bone	FMA23709	scaphoid
FMA33302	proximal carpal bone	FMA23712	lunate
FMA33302	proximal carpal bone	FMA23715	triquetral
FMA33302	proximal carpal bone	FMA23718	pisiform
FMA33303	distal carpal bone	FMA23721	trapezium
FMA33303	distal carpal bone	FMA23724	trapezoid
FMA33303	distal carpal bone	FMA23727	capitate
FMA33303	distal carpal bone	FMA23730	hamate
FMA33531	muscle of shoulder	FMA32516	extrinsic muscle of shoulder
FMA33531	muscle of shoulder	FMA32520	intrinsic muscle of shoulder
FMA34676	zone of deltoid	FMA34677	clavicular part of deltoid
FMA34676	zone of deltoid	FMA34678	acromial part of deltoid
FMA34676	zone of deltoid	FMA34679	spinal part of deltoid
FMA34677	clavicular part of deltoid	FMA34680	clavicular part of right deltoid
FMA34677	clavicular part of deltoid	FMA34681	clavicular part of left deltoid
FMA34678	acromial part of deltoid	FMA34682	acromial part of right deltoid
FMA34678	acromial part of deltoid	FMA34683	acromial part of left deltoid
FMA34679	spinal part of deltoid	FMA34684	spinal part of right deltoid
FMA34679	spinal part of deltoid	FMA34685	spinal part of left deltoid
FMA34686	zone of pectoralis major	FMA34696	sternocostal part of pectoralis major
FMA34686	zone of pectoralis major	FMA34699	abdominal part of pectoralis major
FMA34687	clavicular part of pectoralis major	FMA34690	clavicular part of right pectoralis major
FMA34687	clavicular part of pectoralis major	FMA34691	clavicular part of left pectoralis major
FMA34696	sternocostal part of pectoralis major	FMA79979	sternocostal part of right pectoralis major
FMA34696	sternocostal part of pectoralis major	FMA79980	sternocostal part of left pectoralis major
FMA34699	abdominal part of pectoralis major	FMA45874	abdominal part of right pectoralis major
FMA34699	abdominal part of pectoralis major	FMA45875	abdominal part of left pectoralis major
FMA35187	interosseous membrane of leg	FMA35192	interosseous membrane of right leg
FMA35187	interosseous membrane of leg	FMA35193	interosseous membrane of left leg
FMA35477	phalanx of thumb	FMA23918	proximal phalanx of thumb
FMA35477	phalanx of thumb	FMA23945	distal phalanx of thumb
FMA35480	phalanx of index finger	FMA23919	proximal phalanx of index finger
FMA35480	phalanx of index finger	FMA23933	middle phalanx of index finger
FMA35480	phalanx of index finger	FMA23946	distal phalanx of index finger
FMA35483	phalanx of middle finger	FMA23920	proximal phalanx of middle finger
FMA35483	phalanx of middle finger	FMA23934	middle phalanx of middle finger
FMA35483	phalanx of middle finger	FMA23947	distal phalanx of middle finger
FMA35486	phalanx of ring finger	FMA23921	proximal phalanx of ring finger
FMA35486	phalanx of ring finger	FMA23935	middle phalanx of ring finger
FMA35486	phalanx of ring finger	FMA23948	distal phalanx of ring finger
FMA35489	phalanx of little finger	FMA23922	proximal phalanx of little finger
FMA35489	phalanx of little finger	FMA23936	middle phalanx of little finger
FMA35489	phalanx of little finger	FMA23949	distal phalanx of little finger
FMA37347	muscle of pectoral girdle	FMA33531	muscle of shoulder
FMA37347	muscle of pectoral girdle	FMA37349	pectoral muscle
FMA37348	muscle of free upper limb	FMA37370	muscle of arm
FMA37348	muscle of free upper limb	FMA37371	muscle of forearm
FMA37348	muscle of free upper limb	FMA37372	muscle of hand
FMA37349	pectoral muscle	FMA13109	pectoralis minor
FMA37349	pectoral muscle	FMA13410	subclavius
FMA37367	muscle of pelvic girdle	FMA22310	iliacus
FMA37367	muscle of pelvic girdle	FMA64922	gluteal muscle
FMA37368	muscle of free lower limb	FMA22470	muscle of thigh
FMA37368	muscle of free lower limb	FMA22471	muscle of leg
FMA37368	muscle of free lower limb	FMA37369	muscle of foot
FMA37369	muscle of foot	FMA65020	intrinsic muscle of foot
FMA37370	muscle of arm	FMA37711	muscle of anterior compartment of arm
FMA37370	muscle of arm	FMA37712	muscle of posterior compartment of arm
FMA37371	muscle of forearm	FMA38456	muscle of anterior compartment of forearm
FMA37371	muscle of forearm	FMA38488	muscle of posterior compartment of forearm
FMA37372	muscle of hand	FMA42380	intrinsic muscle of hand
FMA37373	abductor pollicis brevis	FMA37386	right abductor pollicis brevis
FMA37373	abductor pollicis brevis	FMA37387	left abductor pollicis brevis
FMA37378	flexor pollicis brevis	FMA37388	right flexor pollicis brevis
FMA37378	flexor pollicis brevis	FMA37389	left flexor pollicis brevis
FMA37379	opponens pollicis	FMA37390	right opponens pollicis
FMA37379	opponens pollicis	FMA37391	left opponens pollicis
FMA37382	abductor digiti minimi of hand	FMA37396	abductor digiti minimi of right hand
FMA37382	abductor digiti minimi of hand	FMA37397	abductor digiti minimi of left hand
FMA37383	flexor digiti minimi brevis of hand	FMA37398	flexor digiti minimi brevis of right hand
FMA37383	flexor digiti minimi brevis of hand	FMA37399	flexor digiti minimi brevis of left hand
FMA37384	opponens digiti minimi of hand	FMA37400	opponens digiti minimi of right hand
FMA37384	opponens digiti minimi of hand	FMA37401	opponens digiti minimi of left hand
FMA37448	abductor hallucis	FMA37459	right abductor hallucis
FMA37448	abductor hallucis	FMA37460	left abductor hallucis
FMA37450	flexor digitorum brevis	FMA37461	right flexor digitorum brevis
FMA37450	flexor digitorum brevis	FMA37462	left flexor digitorum brevis
FMA37451	abductor digiti minimi of foot	FMA37463	abductor digiti minimi of right foot
FMA37451	abductor digiti minimi of foot	FMA37464	abductor digiti minimi of left foot
FMA37452	flexor accessorius	FMA37465	right flexor accessorius
FMA37452	flexor accessorius	FMA37466	left flexor accessorius
FMA37453	lumbrical of foot	FMA37479	first lumbrical of foot
FMA37453	lumbrical of foot	FMA37480	second lumbrical of foot
FMA37453	lumbrical of foot	FMA37481	third lumbrical of foot
FMA37453	lumbrical of foot	FMA37482	fourth lumbrical of foot
FMA37455	flexor digiti minimi brevis of foot	FMA37471	flexor digiti minimi brevis of right foot
FMA37455	flexor digiti minimi brevis of foot	FMA37472	flexor digiti minimi brevis of left foot
FMA37456	interosseous of foot	FMA37458	plantar interosseous of foot
FMA37458	plantar interosseous of foot	FMA37738	first plantar interosseous of foot
FMA37458	plantar interosseous of foot	FMA37739	second plantar interosseous of foot
FMA37458	plantar interosseous of foot	FMA37740	third plantar interosseous of foot
FMA37479	first lumbrical of foot	FMA37717	first lumbrical of right foot
FMA37479	first lumbrical of foot	FMA37718	first lumbrical of left foot
FMA37480	second lumbrical of foot	FMA37719	second lumbrical of right foot
FMA37480	second lumbrical of foot	FMA37720	second lumbrical of left foot
FMA37481	third lumbrical of foot	FMA37485	third lumbrical of right foot
FMA37481	third lumbrical of foot	FMA37486	third lumbrical of left foot
FMA37482	fourth lumbrical of foot	FMA37483	fourth lumbrical of right foot
FMA37482	fourth lumbrical of foot	FMA37484	fourth lumbrical of left foot
FMA37664	coracobrachialis	FMA37665	right coracobrachialis
FMA37664	coracobrachialis	FMA37666	left coracobrachialis
FMA37667	brachialis	FMA37668	right brachialis
FMA37667	brachialis	FMA37669	left brachialis
FMA37682	short head of biceps brachii	FMA37684	short head of right biceps brachii
FMA37682	short head of biceps brachii	FMA37685	short head of left biceps brachii
FMA37683	long head of biceps brachii	FMA37686	long head of right biceps brachii
FMA37683	long head of biceps brachii	FMA37687	long head of left biceps brachii
FMA37692	long head of triceps brachii	FMA37699	long head of right triceps brachii
FMA37692	long head of triceps brachii	FMA37700	long head of left triceps brachii
FMA37693	medial head of triceps brachii	FMA37695	medial head of right triceps brachii
FMA37693	medial head of triceps brachii	FMA37696	medial head of left triceps brachii
FMA37694	lateral head of triceps brachii	FMA37697	lateral head of right triceps brachii
FMA37694	lateral head of triceps brachii	FMA37698	lateral head of left triceps brachii
FMA37704	anconeus	FMA37705	right anconeus
FMA37704	anconeus	FMA37706	left anconeus
FMA37711	muscle of anterior compartment of arm	FMA37664	coracobrachialis
FMA37711	muscle of anterior compartment of arm	FMA37667	brachialis
FMA37712	muscle of posterior compartment of arm	FMA37704	anconeus
FMA37738	first plantar interosseous of foot	FMA37745	first plantar interosseous of right foot
FMA37738	first plantar interosseous of foot	FMA37746	first plantar interosseous of left foot
FMA37739	second plantar interosseous of foot	FMA37743	second plantar interosseous of right foot
FMA37739	second plantar interosseous of foot	FMA37744	second plantar interosseous of left foot
FMA37740	third plantar interosseous of foot	FMA37741	third plantar interosseous of right foot
FMA37740	third plantar interosseous of foot	FMA37742	third plantar interosseous of left foot
FMA38453	pronator quadratus	FMA38454	right pronator quadratus
FMA38453	pronator quadratus	FMA38455	left pronator quadratus
FMA38456	muscle of anterior compartment of forearm	FMA38472	superficial muscle of anterior compartment of forearm
FMA38456	muscle of anterior compartment of forearm	FMA38475	deep muscle of anterior compartment of forearm
FMA38459	flexor carpi radialis	FMA38460	right flexor carpi radialis
FMA38459	flexor carpi radialis	FMA38461	left flexor carpi radialis
FMA38462	palmaris longus	FMA38463	right palmaris longus
FMA38462	palmaris longus	FMA38464	left palmaris longus
FMA38469	flexor digitorum superficialis	FMA38470	right flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38471	left flexor digitorum superficialis
FMA38472	superficial muscle of anterior compartment of forearm	FMA38459	flexor carpi radialis
FMA38472	superficial muscle of anterior compartment of forearm	FMA38462	palmaris longus
FMA38472	superficial muscle of anterior compartment of forearm	FMA38469	flexor digitorum superficialis
FMA38475	deep muscle of anterior compartment of forearm	FMA38453	pronator quadratus
FMA38475	deep muscle of anterior compartment of forearm	FMA38478	flexor digitorum profundus
FMA38475	deep muscle of anterior compartment of forearm	FMA38481	flexor pollicis longus
FMA38478	flexor digitorum profundus	FMA38479	right flexor digitorum profundus
FMA38478	flexor digitorum profundus	FMA38480	left flexor digitorum profundus
FMA38481	flexor pollicis longus	FMA38482	right flexor pollicis longus
FMA38481	flexor pollicis longus	FMA38484	left flexor pollicis longus
FMA38485	brachioradialis	FMA38486	right brachioradialis
FMA38485	brachioradialis	FMA38487	left brachioradialis
FMA38488	muscle of posterior compartment of forearm	FMA38491	superficial muscle of posterior compartment of forearm
FMA38488	muscle of posterior compartment of forearm	FMA38509	deep muscle of posterior compartment of forearm
FMA38491	superficial muscle of posterior compartment of forearm	FMA38485	brachioradialis
FMA38491	superficial muscle of posterior compartment of forearm	FMA38494	extensor carpi radialis longus
FMA38491	superficial muscle of posterior compartment of forearm	FMA38497	extensor carpi radialis brevis
FMA38491	superficial muscle of posterior compartment of forearm	FMA38500	extensor digitorum
FMA38491	superficial muscle of posterior compartment of forearm	FMA38503	extensor digiti minimi
FMA38491	superficial muscle of posterior compartment of forearm	FMA38506	extensor carpi ulnaris
FMA38494	extensor carpi radialis longus	FMA38495	right extensor carpi radialis longus
FMA38494	extensor carpi radialis longus	FMA38496	left extensor carpi radialis longus
FMA38497	extensor carpi radialis brevis	FMA38498	right extensor carpi radialis brevis
FMA38497	extensor carpi radialis brevis	FMA38499	left extensor carpi radialis brevis
FMA38500	extensor digitorum	FMA38501	right extensor digitorum
FMA38500	extensor digitorum	FMA38502	left extensor digitorum
FMA38503	extensor digiti minimi	FMA38504	right extensor digiti minimi
FMA38503	extensor digiti minimi	FMA38505	left extensor digiti minimi
FMA38506	extensor carpi ulnaris	FMA38507	right extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA38508	left extensor carpi ulnaris
FMA38509	deep muscle of posterior compartment of forearm	FMA38512	supinator
FMA38509	deep muscle of posterior compartment of forearm	FMA38515	abductor pollicis longus
FMA38509	deep muscle of posterior compartment of forearm	FMA38518	extensor pollicis brevis
FMA38509	deep muscle of posterior compartment of forearm	FMA38521	extensor pollicis longus
FMA38509	deep muscle of posterior compartment of forearm	FMA38524	extensor indicis
FMA38512	supinator	FMA38513	right supinator
FMA38512	supinator	FMA38514	left supinator
FMA38515	abductor pollicis longus	FMA38516	right abductor pollicis longus
FMA38515	abductor pollicis longus	FMA38517	left abductor pollicis longus
FMA38518	extensor pollicis brevis	FMA38519	right extensor pollicis brevis
FMA38518	extensor pollicis brevis	FMA38520	left extensor pollicis brevis
FMA38521	extensor pollicis longus	FMA38522	right extensor pollicis longus
FMA38521	extensor pollicis longus	FMA38523	left extensor pollicis longus
FMA38524	extensor indicis	FMA38525	right extensor indicis
FMA38524	extensor indicis	FMA38526	left extensor indicis
